x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.22953718436354303,-0.31650044592608356,-0.09305823428574346,-0.3658694498194784,-0.7655014993822351,-0.13358028234921035,-0.373641095069746,-1.1620312775694246,-0.17503933261025317,-0.35753477429526753,-1.4857779240631501,-0.19634599438639608,-0.21465781177680213,-1.0340919971139544,-0.028141271130235294,-0.22272015661304753,-1.261902034066966,-0.14875156734019515,-0.19552665159683816,-0.9052859872707394,-0.2046632194574954,-0.17472985626481444,-0.6106641234703825,-0.2199209206936799,-0.05706773874847557,-0.9978814355622503,-0.031138274590271287,-0.07807007733928192,-1.221667553456867,-0.17921264026421235,-0.07259030536407432,-0.8011122928639718,-0.21734456499812302,-0.06436782141695334,-0.5139783454892018,-0.20841106339871449,0.09233545773503056,-0.9379794229502313,-0.054974368947497486,0.07027469382081376,-1.172498723452067,-0.20274129107842687,0.04183078494709724,-0.755845299395393,-0.17257283705473064,0.027430887698213138,-0.46686692626124465,-0.11133852591490029,0.232190783630228,-0.8323256663610655,-0.08832472234215054,0.20036322954318794,-1.0226822738630248,-0.194869464684385,0.14995143743956246,-0.7342905750715429,-0.17294740950002943,0.12742890768916212,-0.520326259844309,-0.12747902932459018,a
0.0,0.0,0.0,-0.22910419161432824,-0.30390871587815504,-0.09914889802948137,-0.36958642555108356,-0.7601595492770507,-0.14241438657457375,-0.38159811489109785,-1.1677219138332344,-0.1851713941542713,-0.35853673805048525,-1.4957045160793332,-0.20688497664094124,-0.21741580801542837,-1.0330134813174354,-0.034727131276175584,-0.22164676918594275,-1.2665758244671355,-0.1571642569264612,-0.19320604089007073,-0.9061476865811366,-0.21267420834901712,-0.16967058909068644,-0.6099153854200147,-0.2275792532066404,-0.059703667884770856,-0.9976157901650397,-0.03452366645011984,-0.07684914331678498,-1.2264496337259558,-0.1829785618930486,-0.0723618744762528,-0.8002786727111527,-0.2181577083529115,-0.0639536636690145,-0.516186685878859,-0.20729193574016538,0.0898315037262306,-0.9389307568070675,-0.055809202760072917,0.07163460146257729,-1.1786216801930243,-0.20513756140829056,0.04206706172623734,-0.7608954915207414,-0.17235683517254038,0.028123924477269118,-0.47493490869710475,-0.10899646015385361,0.23108718374956888,-0.8350015773837697,-0.08701300076757659,0.19941264419646498,-1.0270497106822307,-0.19532446418476723,0.1485163486226807,-0.7332508246941012,-0.17305073871796406,0.12723734662706337,-0.5185471664428096,-0.12703678622920028,a
0.0,0.0,0.0,-0.23061832844563884,-0.3022353512714332,-0.0996849298384451,-0.3732671603536891,-0.7607786239130903,-0.14278971571565416,-0.38511144349470877,-1.1675708071773097,-0.1858708828887202,-0.3665196894361981,-1.4957994180015979,-0.2081652474782459,-0.22429684618002774,-1.0316205048238567,-0.03554320320791533,-0.22788840383610137,-1.264981821531024,-0.16099976027604398,-0.19504657205904216,-0.9062639722577929,-0.21911769971051823,-0.16953950755419953,-0.604655108297058,-0.23478778693407276,-0.06551516137626366,-0.9972197439092059,-0.03541459013410181,-0.08193314267630254,-1.2223806844035363,-0.18616461389720956,-0.07315361122519834,-0.7976114960375418,-0.22285279187623924,-0.06383411549179988,-0.508192155354139,-0.2126229820598092,0.08532249771895042,-0.9410365739334625,-0.057194165187357725,0.06777233324635906,-1.1819406350391088,-0.20756732507325973,0.041444719933850474,-0.7656642404294308,-0.1762445333297506,0.028061860446384944,-0.4753798587902768,-0.11351718368760778,0.22811067524823794,-0.8401060413379146,-0.08913306076817541,0.19545703579116486,-1.029911343688369,-0.19741058414364523,0.1468415068839992,-0.7394655596822246,-0.17603035570199993,0.1260761693953065,-0.5241809294213725,-0.13060479548236595,a
0.0,0.0,0.0,-0.23403266816545193,-0.3092271804739927,-0.10169829693386657,-0.3773460833019803,-0.763822679395389,-0.1465233055373709,-0.3886558845684129,-1.1721737939011818,-0.19071613692535114,-0.3637315702804779,-1.4987966831371717,-0.2135316130607572,-0.22585495705614853,-1.0320829737566837,-0.039212957327713176,-0.23272332084593852,-1.2692717031199996,-0.16322480965658814,-0.200886003782908,-0.9112504311141217,-0.21814759557613717,-0.17520244924807343,-0.6134138362013218,-0.23198740334958606,-0.06662722460020672,-0.9970318385000023,-0.03849665733094899,-0.08472309537485116,-1.2272545268012427,-0.19047432669258305,-0.07515128893587701,-0.8027663719203886,-0.22714282298609514,-0.06529201875643595,-0.5155970788829843,-0.2168863318993577,0.08400453039786003,-0.9402536916682156,-0.05938848988849994,0.06446322474173458,-1.1831976414139653,-0.21204691852200966,0.03923172251052328,-0.7632656830079183,-0.18110474051949405,0.026318315243429577,-0.4713548426138042,-0.11828503025814786,0.22584740712205878,-0.8390975985019855,-0.09032552449841667,0.19351273815086653,-1.0345967243118632,-0.20116135277078845,0.14718200136411164,-0.744258535188642,-0.18064032519879866,0.12757387879129198,-0.527989540697886,-0.1354842401886876,a
0.0,0.0,0.0,-0.22930456018134646,-0.3108335725112233,-0.09717368224097832,-0.36860997584594407,-0.7616196029285862,-0.1396207787096511,-0.37657107393043054,-1.158292735865763,-0.1819714396440111,-0.35993574182606103,-1.486975736573582,-0.20430230662736326,-0.2172666828895586,-1.0305315602169771,-0.03558216066636606,-0.2243250012011681,-1.2541515933113927,-0.1570533777315271,-0.19606055876956008,-0.8978787001582512,-0.21362095416232835,-0.17552400883219035,-0.5987743173459269,-0.22969352756728337,-0.05955154476000756,-0.9975449862321072,-0.03676021738823919,-0.0798248465190134,-1.2183525636634536,-0.18558348583101167,-0.07513632511120598,-0.7977041310467127,-0.22375335683210554,-0.06747809386816098,-0.5068060689443692,-0.21563709347415566,0.09038218751522409,-0.9380723032659034,-0.058805418672154136,0.07352735675143418,-1.175367440821325,-0.20690174156407476,0.04381918019469074,-0.7632004063619996,-0.176737398818798,0.027719732755835124,-0.47277006980338254,-0.11626621053625602,0.2312428704133367,-0.832287093057581,-0.09072779851764812,0.20164528813409419,-1.0186560067841022,-0.19937985203537686,0.14954148873414597,-0.7313768560695589,-0.17912922304208953,0.12548432300196688,-0.5185504677035018,-0.13507518256772708,a
0.0,0.0,0.0,-0.23179071634795145,-0.30018676481894624,-0.10128946608299172,-0.38117939362306774,-0.7518111959921647,-0.1462113536300548,-0.3983561742334908,-1.1635144356678908,-0.19083045165791848,-0.36936959674723124,-1.497038886828623,-0.21433340464233067,-0.23336447481054337,-1.0303650072608466,-0.03526142391845241,-0.2387598076508338,-1.2741110969733846,-0.16071020923726903,-0.20576796124383462,-0.9119849840555281,-0.22016137261012483,-0.18300133078742956,-0.607701390366339,-0.23714198411325696,-0.07365691460720301,-0.9966833006903828,-0.03450550363451753,-0.0890882139627126,-1.2298446388347166,-0.18376034272246425,-0.08010671925087326,-0.8018531139999711,-0.22080212465213775,-0.07338721500699252,-0.5094324717598133,-0.21114195139200592,0.07836650556627645,-0.9400299115171891,-0.05578100465179715,0.06452198993814165,-1.1843657775571759,-0.2039859092298868,0.03698983650330132,-0.7670997920790971,-0.17177464491330513,0.020958608775732593,-0.47690953488499827,-0.10894130632941114,0.22259258083509076,-0.8372059811968812,-0.08735622182439869,0.19211633446329354,-1.029906824417307,-0.19319618931761268,0.14393204907114165,-0.7418382487727334,-0.17057375859862503,0.12227620553350124,-0.5293210933432335,-0.12471273509461432,a
0.0,0.0,0.0,-0.22894459999294553,-0.30070152659083704,-0.09866276979454544,-0.3734471300549219,-0.7543623454657021,-0.14248734646416658,-0.38825224845232104,-1.1582162676267618,-0.1859267910114556,-0.36643156397831445,-1.4866154448130637,-0.2088777424289462,-0.22428304451737224,-1.0307498746300274,-0.03623475051011059,-0.23186113036860628,-1.2585772109708064,-0.16011100233902958,-0.19910412078196463,-0.9035361034606036,-0.21869512069217936,-0.17358647138321134,-0.6046391539620031,-0.23563038445832166,-0.06701647421529035,-0.997072085034683,-0.03673806797071212,-0.08560029928486186,-1.2177013113733395,-0.18399865301794835,-0.07570120298120642,-0.7980171799915975,-0.2199361586086467,-0.06629274681813067,-0.5109223353666471,-0.21043249512026332,0.08257016494932201,-0.9395258000190971,-0.05887564988476358,0.06364230384766252,-1.1784990313818042,-0.20581337518062132,0.03848158709079982,-0.7670916786529566,-0.17412559885743295,0.025431355906691547,-0.4807979410839817,-0.11276432360110328,0.2242113545393517,-0.8348138629428882,-0.09114767345111568,0.18915912771989393,-1.0203198362801593,-0.19748394327336716,0.1411522563536886,-0.7340964610970192,-0.175935024031847,0.12044105963476172,-0.5236730996848972,-0.13126313535679188,a
0.0,0.0,0.0,-0.23097568672274063,-0.3015766103877937,-0.09964666545207498,-0.3781637448267017,-0.7510627986709838,-0.14198431340064122,-0.3924320225572699,-1.152887585666649,-0.18363128641103754,-0.36433007555574254,-1.478934414893488,-0.20415391777851194,-0.2272068179597964,-1.027860977323848,-0.031056265404417045,-0.23277670568743675,-1.2501489248256898,-0.15612154174126588,-0.20076780677542086,-0.8922621953786762,-0.21705814137169885,-0.17484700797684705,-0.5960958052427956,-0.23547016240348534,-0.07129124514806724,-0.9969968018431821,-0.030143161136682882,-0.08674317350448085,-1.212923499087156,-0.17857461556966306,-0.07789322193073285,-0.7915338852871244,-0.21595465437519595,-0.06742114682849312,-0.5074703652151318,-0.2072979013896249,0.07626450057266561,-0.9429503038566093,-0.05146067780410484,0.06178678888042926,-1.17789807249322,-0.19554588269525303,0.03525503106316379,-0.7686062390028321,-0.16166464934993297,0.023412492503383685,-0.4869258549735114,-0.09952477055066751,0.21578955664351163,-0.8403391617136252,-0.0836616795933148,0.1867359198530721,-1.0211115861775242,-0.1851865597877233,0.1365347311978112,-0.7363641539426763,-0.16172580887373011,0.11496906544731927,-0.5325151607554951,-0.11669050870299512,a
0.0,0.0,0.0,-0.23211643588604242,-0.29095425875719855,-0.10152596231667782,-0.3820365797223829,-0.7458841070190079,-0.1436263212768983,-0.39754158711335785,-1.152731674374672,-0.18553833163783565,-0.36727609653244975,-1.483932683399535,-0.2063562168966243,-0.22991014152036246,-1.0290943030737747,-0.029772555703191386,-0.23297694028545296,-1.2587014272502082,-0.1533331533108943,-0.20103603180606935,-0.8949421250222436,-0.21195600507218323,-0.1763181335425315,-0.5922692880640722,-0.22852364764825375,-0.07010220888081961,-0.9971196306221685,-0.028839587524413308,-0.08350631509624414,-1.2201977182039168,-0.17743397683068485,-0.07613317919599667,-0.7904107745904573,-0.2139385177434365,-0.06775093926717866,-0.49646792739930506,-0.2031606333759028,0.08092766325159068,-0.9417096139592163,-0.05040779718639297,0.0668742205308251,-1.1833919363709162,-0.19895744803723897,0.03895542139783283,-0.7625461504185452,-0.1664216283820325,0.025619224640663726,-0.4713706136513009,-0.1026478155985349,0.22427060437468005,-0.8367481067061774,-0.08237375443189221,0.19464682002290448,-1.0257454702243285,-0.188216749343915,0.1459727158183396,-0.7342006280885941,-0.16504441121562952,0.12554875549111993,-0.5207129392948229,-0.11849870102557866,a
0.0,0.0,0.0,-0.23382889340238358,-0.2919623188624708,-0.09910347075771642,-0.38383435709689023,-0.7467375548354735,-0.1423935719252863,-0.4005266208487325,-1.1492906593837309,-0.18610607217044187,-0.37019529056815115,-1.4825441362105403,-0.20921293073594616,-0.22965477648277782,-1.0290151733811774,-0.03015339893431458,-0.23882564231882614,-1.2636205511317946,-0.15507954141750457,-0.2094633171151225,-0.8987811585713882,-0.21508235270710507,-0.18700708784583892,-0.6011322646580775,-0.2326531176846052,-0.06991607622825288,-0.997053483937527,-0.03145918988510077,-0.08998065344819633,-1.2189230661115646,-0.18116095272732008,-0.08093743411014731,-0.7884139453446722,-0.21825932690487712,-0.07256588758716943,-0.49858359052139034,-0.20773842737367176,0.08222211585573005,-0.9409324016966472,-0.054980466636322625,0.06253035048847617,-1.1811864236150913,-0.20470206974283842,0.03676773296338145,-0.7548637449161893,-0.17131219178714213,0.02269566199681819,-0.4648037028315374,-0.1069787867425328,0.2276439619641452,-0.8382897124746074,-0.08849425891088074,0.19274659415408277,-1.0263314439782565,-0.19460245859270747,0.14340185938633343,-0.7279798255194481,-0.1697975958636976,0.12126264439875768,-0.5151952153179097,-0.1219596821438129,a
