x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5799434185028076,0.8229420185089111,-7.315050538636569e-07,0.507323682308197,0.7228093147277832,-0.029441993683576584,0.46419161558151245,0.5807567834854126,-0.04226214066147804,0.4617328643798828,0.4553048312664032,-0.05537873134016991,0.46682849526405334,0.3528796136379242,-0.06211961805820465,0.5120311379432678,0.4957815706729889,-0.00890391506254673,0.5094804167747498,0.4237082600593567,-0.04706194996833801,0.5180837512016296,0.5365325212478638,-0.06475097686052322,0.5246633291244507,0.6297433972358704,-0.0695781260728836,0.5618886351585388,0.5072376728057861,-0.00985209085047245,0.5552440285682678,0.4364374279975891,-0.056699059903621674,0.5569776892662048,0.5694904327392578,-0.06876303255558014,0.559579074382782,0.6603323221206665,-0.06593669950962067,0.6091560125350952,0.5261891484260559,-0.01739322580397129,0.6021765470504761,0.4519931972026825,-0.06414292752742767,0.5931776165962219,0.5838117599487305,-0.05459839478135109,0.5886218547821045,0.6752371788024902,-0.035225413739681244,0.6534026861190796,0.5596153140068054,-0.027944430708885193,0.6433332562446594,0.4993913173675537,-0.06165248155593872,0.6273842453956604,0.5906311273574829,-0.05471689999103546,0.6202586889266968,0.6583240032196045,-0.04033185914158821,a
0.5801841616630554,0.8198465704917908,-7.307900204978068e-07,0.5077254772186279,0.7237294912338257,-0.0313585102558136,0.46329522132873535,0.5794312357902527,-0.045042067766189575,0.45949628949165344,0.45053166151046753,-0.05856480821967125,0.4667899012565613,0.3468007445335388,-0.06543215364217758,0.5114221572875977,0.49313583970069885,-0.010983865708112717,0.5100840330123901,0.4192671775817871,-0.04970700293779373,0.5190789699554443,0.5332596302032471,-0.06726311147212982,0.5265225172042847,0.626948893070221,-0.07197712361812592,0.5613017082214355,0.5043310523033142,-0.01091951597481966,0.5558791160583496,0.431957870721817,-0.05787128210067749,0.5572983026504517,0.5667427778244019,-0.06899737566709518,0.5599575638771057,0.6565924286842346,-0.06556086242198944,0.6085951328277588,0.5228913426399231,-0.017651483416557312,0.602840006351471,0.4470843970775604,-0.06487949937582016,0.5934886932373047,0.5791984796524048,-0.05451195314526558,0.5890789031982422,0.6696391105651855,-0.0344729945063591,0.6532700061798096,0.5557609796524048,-0.02752029523253441,0.6432523131370544,0.4950219988822937,-0.06177591532468796,0.6271553635597229,0.5879416465759277,-0.05473141372203827,0.6204254627227783,0.6558458805084229,-0.04017860069870949,a
0.5818692445755005,0.8153961896896362,-7.227396849884826e-07,0.5092656016349792,0.7202459573745728,-0.0313836969435215,0.4643566608428955,0.575886607170105,-0.04495401680469513,0.46062782406806946,0.44781962037086487,-0.05851690098643303,0.46648091077804565,0.34448614716529846,-0.06553564965724945,0.5112557411193848,0.4906197190284729,-0.011190492659807205,0.5101250410079956,0.4171525239944458,-0.05068693310022354,0.5204643607139587,0.5300846695899963,-0.06898371875286102,0.5284945368766785,0.625037670135498,-0.07391700148582458,0.5612436532974243,0.5014498233795166,-0.011150002479553223,0.5560749173164368,0.430564284324646,-0.05860937386751175,0.5588389039039612,0.5642908215522766,-0.07015960663557053,0.561772882938385,0.6554062962532043,-0.06693904101848602,0.6087306141853333,0.5191375017166138,-0.018006684258580208,0.6032054424285889,0.4432956874370575,-0.06534741073846817,0.5949169397354126,0.574348509311676,-0.05548631772398949,0.5907037258148193,0.6657363176345825,-0.03573838993906975,0.6536834239959717,0.550912618637085,-0.02806174010038376,0.6434033513069153,0.49115779995918274,-0.06214984878897667,0.6280981302261353,0.5825964212417603,-0.055418889969587326,0.6215607523918152,0.6503726840019226,-0.041117940098047256,a
0.5828706622123718,0.8187376260757446,-7.113623610166542e-07,0.5089657306671143,0.7210870981216431,-0.032115910202264786,0.46370893716812134,0.5775308609008789,-0.046271152794361115,0.46013742685317993,0.4485780894756317,-0.06022676080465317,0.46800824999809265,0.34543418884277344,-0.06743163615465164,0.5115481615066528,0.492817223072052,-0.01238373015075922,0.5093792080879211,0.4179156422615051,-0.05154530331492424,0.5194330811500549,0.530974805355072,-0.0688893124461174,0.5275436639785767,0.6250283122062683,-0.07325977087020874,0.5618305206298828,0.5038859844207764,-0.012157530523836613,0.5561160445213318,0.43118420243263245,-0.060150399804115295,0.5591387152671814,0.5652328729629517,-0.07172990590333939,0.5622521638870239,0.655917763710022,-0.06849101930856705,0.609398365020752,0.5218158960342407,-0.01875494047999382,0.603227436542511,0.445096880197525,-0.06696278601884842,0.5952596068382263,0.5777067542076111,-0.05719158798456192,0.5911816954612732,0.669888973236084,-0.037353817373514175,0.6541907787322998,0.5537598729133606,-0.02852451428771019,0.6439798474311829,0.49202340841293335,-0.0635252445936203,0.6293491125106812,0.5837090015411377,-0.05704493075609207,0.6231570839881897,0.6520043611526489,-0.04278513789176941,a
0.5812004208564758,0.8184229135513306,-7.196103410933574e-07,0.5084097981452942,0.7197516560554504,-0.030847610905766487,0.4641885757446289,0.576653778553009,-0.04432205110788345,0.4616613984107971,0.4507335424423218,-0.05776587873697281,0.4669421315193176,0.34639614820480347,-0.06485460698604584,0.5122311115264893,0.4912901520729065,-0.01129594910889864,0.5099905133247375,0.4203040301799774,-0.04985586926341057,0.5189628005027771,0.5333995819091797,-0.0678127259016037,0.5254819393157959,0.6283475160598755,-0.07291481643915176,0.5622963309288025,0.5017614364624023,-0.011669912375509739,0.5558607578277588,0.43166810274124146,-0.0589124895632267,0.5573490858078003,0.565199077129364,-0.0710291638970375,0.5597801208496094,0.6575419902801514,-0.06845273077487946,0.609891414642334,0.52064049243927,-0.018667958676815033,0.604541003704071,0.44531333446502686,-0.06567977368831635,0.5951104164123535,0.576151967048645,-0.0561043806374073,0.589999794960022,0.6683464050292969,-0.036908358335494995,0.6546063423156738,0.5542210340499878,-0.02880142442882061,0.645210862159729,0.49505993723869324,-0.0632920190691948,0.6286709904670715,0.5862540602684021,-0.05686364322900772,0.6210342645645142,0.6538138389587402,-0.04287909343838692,a
0.5822243690490723,0.8043805956840515,-7.25516940747184e-07,0.5100972652435303,0.7109704613685608,-0.03151931241154671,0.4636114835739136,0.570436954498291,-0.04549780860543251,0.4582665264606476,0.4423258602619171,-0.059382084757089615,0.4672863781452179,0.3385419249534607,-0.06669557839632034,0.5096075534820557,0.48375841975212097,-0.010973142459988594,0.5079286694526672,0.40791112184524536,-0.05000946670770645,0.518194854259491,0.520595133304596,-0.06850908696651459,0.5252792239189148,0.6152800917625427,-0.07379300147294998,0.5593042969703674,0.49423927068710327,-0.010737920179963112,0.5545024871826172,0.42168566584587097,-0.057182054966688156,0.5572972893714905,0.5548652410507202,-0.06870847195386887,0.5593882203102112,0.6458587646484375,-0.06570248305797577,0.6066099405288696,0.5118682980537415,-0.017358290031552315,0.6023018956184387,0.4358374774456024,-0.06347571313381195,0.593734622001648,0.5656795501708984,-0.053452424705028534,0.5887461304664612,0.6559790372848511,-0.03390036150813103,0.6514892578125,0.543864369392395,-0.02718365751206875,0.6420058608055115,0.4839009940624237,-0.060118239372968674,0.6270121932029724,0.5735402703285217,-0.05307874083518982,0.6202734708786011,0.6396699547767639,-0.03880801051855087,a
0.5818752646446228,0.8020461797714233,-7.206597842923657e-07,0.5099231004714966,0.7075424194335938,-0.031008221209049225,0.46450918912887573,0.5649669766426086,-0.04478130489587784,0.4598562717437744,0.4380447268486023,-0.058433350175619125,0.4667140245437622,0.3348362147808075,-0.06564632058143616,0.5113881230354309,0.4781045615673065,-0.011388491839170456,0.5090065002441406,0.4065035283565521,-0.05032002553343773,0.5193012952804565,0.5180850028991699,-0.06873170286417007,0.527320921421051,0.6120216250419617,-0.07405407726764679,0.5608134865760803,0.48868873715400696,-0.011546673253178596,0.5549730062484741,0.41934990882873535,-0.05782737955451012,0.5580840706825256,0.551247239112854,-0.06912173330783844,0.5610409379005432,0.641474723815918,-0.06613494455814362,0.6078252196311951,0.5067742466926575,-0.01850401982665062,0.6018766164779663,0.43167030811309814,-0.06468325853347778,0.5939691662788391,0.560966432094574,-0.054724499583244324,0.5898677706718445,0.6509421467781067,-0.035440023988485336,0.6523398756980896,0.5396828651428223,-0.028646394610404968,0.6413237452507019,0.48138248920440674,-0.06206550449132919,0.6262362599372864,0.5713360905647278,-0.055293161422014236,0.6197271943092346,0.6374674439430237,-0.04125378653407097,a
0.5843945741653442,0.8049157857894897,-7.34252637357713e-07,0.5113625526428223,0.7095605134963989,-0.031507935374975204,0.46482327580451965,0.5674378275871277,-0.04489464312791824,0.46031180024147034,0.4403851628303528,-0.05806296691298485,0.4691973328590393,0.3372926712036133,-0.06455200165510178,0.5125542283058167,0.4799172282218933,-0.009820390492677689,0.5107930898666382,0.4096321761608124,-0.04936468228697777,0.5209139585494995,0.5227921009063721,-0.06863217800855637,0.5291098356246948,0.6164367198944092,-0.07445386052131653,0.5618530511856079,0.4896761476993561,-0.009531676769256592,0.5569673180580139,0.4214024543762207,-0.05646410211920738,0.5597655773162842,0.5546413064002991,-0.06828326731920242,0.5630767345428467,0.6444591283798218,-0.06554609537124634,0.6085085868835449,0.5067650675773621,-0.01627204567193985,0.6039308905601501,0.43247711658477783,-0.06183023378252983,0.5955418348312378,0.5618907809257507,-0.05111735314130783,0.5917973518371582,0.650955080986023,-0.03146939352154732,0.6526249051094055,0.5392096042633057,-0.0264536552131176,0.643438458442688,0.4820513129234314,-0.05855472758412361,0.6275653839111328,0.5720853805541992,-0.05113669112324715,0.6207465529441833,0.6365402340888977,-0.03689701482653618,a
0.5791215896606445,0.8006916046142578,-7.528683454438578e-07,0.5065935850143433,0.709778904914856,-0.03172395005822182,0.4597489535808563,0.5676297545433044,-0.04487879201769829,0.4549041986465454,0.4405045807361603,-0.05797478184103966,0.4643610715866089,0.337016224861145,-0.06447961926460266,0.5072829723358154,0.47913679480552673,-0.009303601458668709,0.5063247084617615,0.40739285945892334,-0.04791182652115822,0.5163050889968872,0.5210545063018799,-0.06622935086488724,0.5240285396575928,0.6156288385391235,-0.07140614092350006,0.5572171807289124,0.4891277253627777,-0.00901208259165287,0.5530288815498352,0.4194238781929016,-0.05544246360659599,0.5553327202796936,0.553716778755188,-0.06684881448745728,0.5579518675804138,0.6455633044242859,-0.06348111480474472,0.6044085621833801,0.5064413547515869,-0.015751369297504425,0.6000173687934875,0.43092435598373413,-0.06216777116060257,0.5912937521934509,0.5624234676361084,-0.052001502364873886,0.5871266722679138,0.6534053087234497,-0.03207448869943619,0.649198055267334,0.5392380356788635,-0.025739576667547226,0.6399416923522949,0.4801831841468811,-0.05881169065833092,0.6247327923774719,0.5712804198265076,-0.05157117173075676,0.6183510422706604,0.6379876136779785,-0.03702731803059578,a
0.5752325057983398,0.8005754947662354,-7.568406772406888e-07,0.5022958517074585,0.7095056772232056,-0.030913427472114563,0.4555056691169739,0.5676507353782654,-0.04441661387681961,0.4502989649772644,0.4420850872993469,-0.05805155634880066,0.45976001024246216,0.33813560009002686,-0.06525912135839462,0.5035978555679321,0.47960180044174194,-0.009406301192939281,0.5007372498512268,0.4064229428768158,-0.04837366193532944,0.5098960399627686,0.5202248096466064,-0.06708993017673492,0.5169006586074829,0.6130684018135071,-0.07257065922021866,0.553424060344696,0.48957139253616333,-0.009813607670366764,0.5471654534339905,0.4203651249408722,-0.05650905892252922,0.5499862432479858,0.5546509027481079,-0.06808090209960938,0.5525975227355957,0.6450557112693787,-0.06479918956756592,0.6008794903755188,0.5070768594741821,-0.01715043932199478,0.59473717212677,0.43213605880737305,-0.06385207921266556,0.5867012143135071,0.5651159882545471,-0.0534370020031929,0.5823118090629578,0.6555924415588379,-0.033369921147823334,0.6462399363517761,0.5390934944152832,-0.02760416828095913,0.6353546380996704,0.4804389178752899,-0.060701776295900345,0.6199628710746765,0.573501706123352,-0.05296456441283226,0.6130571365356445,0.6398741602897644,-0.038042809814214706,a
